OrderID,OrderDate,Region,Product,Quantity,UnitPrice,Salesperson,Channel
ORD1413,2024-05-29,South,Widget A,2,23.93,Carla,Online
ORD1414,2024-01-12,East,Widget C,4,14.41,Boris,Online
ORD1415,2024-07-02,North,Widget B,3,42.66,Carla,Retail
ORD1416,2024-02-04,West,Widget A,5,26.43,Boris,Online
ORD1417,2024-01-23,South,Widget A,3,25.26,Daniel,Online
ORD1418,2024-03-29,West,Widget A,3,26.13,Daniel,Online
ORD1419,2024-03-29,West,Widget C,1,15.34,Boris,Online
ORD1420,2024-01-13,West,Widget A,5,26.34,Carla,Online
ORD1421,2024-08-19,North,Widget B,3,40.65,Boris,Online
ORD1422,2024-01-12,North,Widget B,3,42.01,Boris,Online
ORD1423,2024-03-06,East,Widget A,1,23.43,Anna,Online
ORD1424,2024-01-04,East,Widget A,4,25.29,Daniel,Partner
ORD1425,2024-02-07,South,Widget C,5,13.61,Anna,Retail
ORD1426,2024-02-10,East,Widget A,5,24.05,Daniel,Retail
ORD1427,2024-01-14,South,Widget C,1,15.22,Carla,Online
ORD1428,2024-01-12,North,Widget B,5,35.7,Anna,Partner
ORD1429,2024-01-11,South,Widget B,2,41.75,Carla,Partner
ORD1430,2024-01-24,East,Widget C,5,16.26,Boris,Retail
ORD1431,2024-02-17,South,Widget C,3,14.29,Daniel,Retail
ORD1432,2024-03-23,South,Widget C,3,14.66,Anna,Retail
ORD1433,2024-01-11,North,Widget B,3,36.52,Anna,Retail
ORD1434,2024-01-04,North,Widget A,4,27.46,Boris,Retail
ORD1435,2024-02-12,North,Service X,4,119.88,Carla,Online
ORD1436,2024-01-09,East,Widget B,3,39.25,Anna,Retail
ORD1437,2024-01-15,West,Widget B,5,39.69,Anna,Online
ORD1438,2024-02-05,West,Widget B,2,37.5,Boris,Online
ORD1439,2024-01-05,North,Service X,4,120.13,Carla,Retail
ORD1440,2024-01-24,East,Widget A,6,26.81,Boris,Partner
ORD1441,2024-01-15,North,Widget C,1,16.36,Daniel,Online
ORD1442,2024-01-03,East,Widget B,6,41.72,Boris,Online
ORD1443,2024-03-25,East,Widget C,4,15.1,Daniel,Retail
ORD1444,2024-03-11,North,Widget B,6,41.12,Daniel,Retail
ORD1445,2024-01-26,South,Service X,1,115.12,Boris,Online
ORD1446,2024-03-07,West,Widget A,4,24.78,Daniel,Online
ORD1447,2024-01-05,North,Widget A,6,23.66,Carla,Retail
ORD1448,2024-01-18,West,Widget B,8,41.15,Anna,Online
ORD1449,2024-03-09,West,Widget C,4,14.04,Carla,Online
ORD1450,2024-01-08,North,Widget A,2,25.36,Carla,Partner
ORD1451,2024-01-13,North,Widget B,1,35.0,Carla,Online
ORD1452,2024-02-04,East,Widget C,3,15.13,Anna,Online
ORD1453,2024-01-17,East,Widget B,7,37.33,Carla,Partner
ORD1454,2024-02-16,West,Widget A,3,23.61,Carla,Online
ORD1455,2024-02-12,East,Widget A,2,27.21,Boris,Retail
ORD1456,2024-02-22,South,Widget B,2,40.99,Boris,Retail
ORD1457,2024-01-05,South,Widget C,5,14.6,Boris,Partner
ORD1458,2024-03-12,North,Widget B,5,38.89,Carla,Online
ORD1459,2024-01-30,North,Widget A,8,27.0,Daniel,Retail
ORD1460,2024-01-21,North,Widget A,7,21.72,Boris,Partner
ORD1461,2024-01-18,North,Widget C,3,14.61,Daniel,Retail
ORD1462,2024-01-02,South,Widget C,5,15.52,Anna,Online
ORD1463,2024-01-16,West,Widget A,3,26.83,Anna,Online
ORD1464,2024-01-14,East,Widget A,4,25.29,Anna,Online
ORD1465,2024-01-06,South,Widget B,3,38.49,Boris,Partner
ORD1466,2024-02-06,West,Widget B,5,38.74,Boris,Online
ORD1467,2024-02-06,East,Widget A,6,24.06,Daniel,Online
ORD1468,2024-03-07,North,Widget B,4,44.61,Boris,Partner
ORD1469,2024-03-08,North,Widget C,2,13.89,Carla,Online
ORD1470,2024-01-11,West,Widget A,2,25.0,Daniel,Online
ORD1471,2024-04-07,North,Widget B,5,42.3,Anna,Online
ORD1472,2024-03-01,West,Widget C,3,15.9,Carla,Retail
ORD1473,2024-02-21,South,Widget A,3,26.12,Boris,Online
ORD1474,2024-01-13,North,Widget C,6,14.91,Carla,Retail
ORD1475,2024-04-03,South,Widget C,2,15.34,Carla,Partner
ORD1476,2024-01-15,West,Widget C,6,16.67,Boris,Online
ORD1477,2024-01-15,North,Widget A,1,25.01,Carla,Partner
ORD1478,2024-01-16,East,Widget C,5,15.77,Daniel,Retail
ORD1479,2024-02-09,East,Widget A,4,26.09,Carla,Online
ORD1480,2024-03-13,East,Widget A,8,25.59,Anna,Partner
ORD1481,2024-01-07,South,Widget A,4,26.17,Carla,Retail
ORD1482,2024-02-09,South,Widget A,5,25.03,Anna,Online
ORD1483,2024-01-12,East,Widget A,3,24.67,Daniel,Retail
ORD1484,2024-01-06,West,Widget A,2,23.06,Anna,Online
ORD1485,2024-03-09,West,Widget C,3,16.31,Carla,Retail
ORD1486,2024-01-29,South,Widget B,5,39.26,Anna,Online
ORD1487,2024-02-02,East,Widget A,7,23.31,Daniel,Retail
ORD1488,2024-01-18,South,Widget B,3,39.79,Boris,Online
ORD1489,2024-02-23,East,Widget C,4,14.66,Boris,Online
ORD1490,2024-06-28,South,Service X,6,114.15,Carla,Online
ORD1491,2024-05-03,North,Widget A,5,26.63,Daniel,Online
ORD1492,2024-01-09,East,Widget A,6,24.81,Anna,Online
ORD1493,2024-02-14,West,Service X,4,118.04,Boris,Online
ORD1494,2024-03-09,East,Widget A,4,26.96,Boris,Retail
ORD1495,2024-01-01,West,Service X,8,120.41,Boris,Online
ORD1496,2024-01-28,West,Widget C,4,14.05,Carla,Partner
ORD1497,2024-01-10,South,Service X,5,109.24,Boris,Retail
ORD1498,2024-01-05,West,Widget B,4,42.36,Carla,Retail
ORD1499,2024-02-03,East,Service X,5,122.89,Anna,Online
